Id,name,Age,nationality,club,league,euro_wage,networth,score_of_100
237958,J. Villarreal,22,United States,LA Galaxy,USA Major League Soccer,1000,180000,58
239750,J. Valoyes,30,Colombia,Corporación Club Deportivo Tuluá,Colombian Primera A,1000,90000,58
237703,A. Wheeler-Omiunu,22,United States,Atlanta United FC,USA Major League Soccer,1000,190000,58
238215,A. Knezovic,24,Croatia,Kristiansund BK,Norwegian Eliteserien,1000,130000,58
210312,S. Wimmer,23,Austria,SC Paderborn 07,German 3. Liga,1000,160000,58
219272,S. Bonecki,22,Poland,Zagłębie Lubin,Polish Ekstraklasa,1000,150000,58
240264,I. Alsultanov,18,Russia,Terek Grozny,Russian Premier League,2000,240000,58
220041,N. Lüchinger,22,Switzerland,FC St. Gallen,Swiss Super League,2000,190000,58
227977,Y. Mabella,21,France,La Berrichonne de Châteauroux,French Ligue 2,1000,210000,58
228745,C. Riascos,23,Colombia,Alianza Petrolera,Colombian Primera A,1000,150000,58
239497,N. Souren,17,Netherlands,Roda JC Kerkrade,Holland Eredivisie,1000,230000,58
235658,V. Nelsson,18,Denmark,FC Nordsjælland,Danish Superliga,1000,200000,58
237707,I. Lurati,19,Switzerland,FC Sion,Swiss Super League,1000,200000,58
240779,M. Meli,17,Italy,Fiorentina,Italian Serie A,5000,280000,58
239244,A. Danek,22,Poland,Sandecja Nowy Sącz,Polish Ekstraklasa,1000,180000,58
239500,E. Gründemann,18,Germany,Hansa Rostock,German 3. Liga,1000,210000,58
193164,L. Fernández,24,Mexico,Tigres U.A.N.L.,Mexican Liga MX,5000,140000,58
202125,J. Bonham,23,Republic of Ireland,Carlisle United,English League Two,4000,140000,58
211597,G. Glendon,22,Wales,Fleetwood Town,English League One,1000,210000,58
217997,J. de Alba,22,Mexico,Querétaro,Mexican Liga MX,1000,160000,58
225677,R. Greenidge,20,England,Sogndal,Norwegian Eliteserien,1000,190000,58
211086,K. Kadyrov,23,Russia,Terek Grozny,Russian Premier League,4000,190000,58
238734,T. Müller,19,Germany,Hallescher FC,German 3. Liga,1000,170000,58
239502,W. Bianda,17,France,RC Lens,French Ligue 2,1000,230000,58
217999,B. Spencer,22,United States,Toronto FC,USA Major League Soccer,1000,180000,58
240527,K. Le Roy,19,France,En Avant de Guingamp,French Ligue 1,1000,150000,58
224913,J. Barnum-Bobb,21,England,Newport County,English League Two,1000,150000,58
230801,A. Hazazi,23,Saudi Arabia,Ettifaq FC,Saudi Professional League,2000,170000,58
232081,R. Laryea,22,Canada,Orlando City Soccer Club,USA Major League Soccer,1000,170000,58
229266,J. Rodon,19,Wales,Swansea City,English Premier League,4000,250000,58
232850,T. Yanagi,19,Japan,F.C. Tokyo,Japanese J1 League,1000,240000,58
208275,G. Sarris,27,Greece,Hamilton Academical FC,Scottish Premiership,1000,120000,58
208531,P. McLain,28,United States,Minnesota Thunder,USA Major League Soccer,1000,90000,58
220819,R. Kitto,22,Australia,Adelaide United,Australian A-League,1000,190000,58
229267,P. Hercher,21,Germany,1. FC Nürnberg,German 2. Bundesliga,2000,210000,58
235924,H. Emiroğlu,20,Turkey,Alanyaspor,Turkish Süper Lig,2000,250000,58
204693,F. Hall,32,Bermuda,Limerick FC,Rep. Ireland Premier Division,1000,70000,58
213653,T. Dallison,21,England,Accrington Stanley,English League Two,4000,180000,58
237973,K. Kuchaev,19,Russia,CSKA Moscow,Russian Premier League,3000,220000,58
232854,T. Hiraoka,21,Japan,F.C. Tokyo,Japanese J1 League,1000,200000,58
234646,C. Riegler,25,Austria,SKN St. Pölten,Austrian Bundesliga,2000,120000,58
237718,S. Ambri,19,France,Valenciennes FC,French Ligue 2,1000,210000,58
241046,J. Romero,16,Argentina,Atlético Tucumán,Argentinian Superliga,1000,280000,58
220055,D. Garufo,30,Italy,Parma,Italian Serie B,1000,90000,58
237719,S. Jones,25,Wales,Grimsby Town,English League Two,2000,160000,58
234650,M. Holzmann,26,Austria,FC Admira Wacker Mödling,Austrian Bundesliga,2000,140000,58
237722,H. Algeed,19,Saudi Arabia,Al Shabab,Saudi Professional League,3000,240000,58
231323,Dani Hernández,21,Spain,AD Alcorcón,Spanish Segunda División,1000,160000,58
240796,M. Roffo,17,Argentina,Boca Juniors,Argentinian Superliga,1000,230000,58
219550,O. Palmer,25,England,Lincoln City,English League Two,3000,160000,58
232095,O. Holness,23,Jamaica,Real Salt Lake,USA Major League Soccer,1000,200000,58
235935,L. Zanimacchia,18,Italy,Genoa,Italian Serie A,3000,260000,58
240800,F. Malagueño,18,Argentina,Talleres de Cordoba,Argentinian Superliga,1000,230000,58
238497,M. Spielmann,21,Switzerland,FC Thun,Swiss Super League,2000,220000,58
239265,Vinicius,21,Brazil,Corporación Club Deportivo Tuluá,Colombian Primera A,1000,180000,58
182689,A. Power,29,Republic of Ireland,Kilmarnock,Scottish Premiership,1000,120000,58
241058,R. Callachan,23,Scotland,Heart of Midlothian,Scottish Premiership,1000,170000,58
187554,A. Denisov,28,Russia,Arsenal Tula,Russian Premier League,4000,100000,58
220584,V. Myhra,20,Norway,Odds BK,Norwegian Eliteserien,1000,170000,58
225960,C. Rabitsch,21,Austria,Wolfsberger AC,Austrian Bundesliga,2000,190000,58
226728,L. Desmond,22,Republic of Ireland,St. Patrick's Athletic,Rep. Ireland Premier Division,1000,180000,58
238504,A. Bassi,19,France,AS Nancy Lorraine,French Ligue 2,1000,270000,58
241064,M. Carabajal,20,Argentina,Arsenal de Sarandí,Argentinian Superliga,1000,170000,58
228777,G. Banguera,21,Colombia,Atlético Huila,Colombian Primera A,1000,160000,58
237737,M. Sevimler,18,Turkey,Alanyaspor,Turkish Süper Lig,1000,260000,58
235690,A. Bifulco,20,Italy,Vercelli,Italian Serie B,6000,220000,58
233643,S. Camara,24,France,Le Havre AC,French Ligue 2,1000,150000,58
212140,G. Karlen,22,Switzerland,FC Sion,Swiss Super League,3000,200000,58
230829,A. Mozo,20,Mexico,U.N.A.M.,Mexican Liga MX,2000,250000,58
240046,João Victor,23,Brazil,LASK Linz,Austrian Bundesliga,2000,180000,58
226223,I. Leschuk,21,Russia,Dinamo Moscow,Russian Premier League,2000,150000,58
230064,Y. Schmid,22,Switzerland,FC Luzern,Swiss Super League,1000,180000,58
225203,L. Kelly,21,Scotland,Rangers,Scottish Premiership,4000,180000,58
233396,I. Touré,19,Germany,Werder Bremen II,German 3. Liga,1000,270000,58
211893,M. Schwabl,26,Germany,Fleetwood Town,English League One,2000,150000,58
238773,B. van Wijnen,19,Netherlands,PEC Zwolle,Holland Eredivisie,1000,270000,58
213687,L. Grimshaw,22,England,Motherwell,Scottish Premiership,1000,210000,58
223671,S. Posch,20,Austria,TSG 1899 Hoffenheim,German Bundesliga,3000,250000,58
240055,M. Yilmaz,18,Germany,RB Leipzig,German Bundesliga,4000,210000,58
203192,D. Jarvis,25,Northern Ireland,Derry City,Rep. Ireland Premier Division,1000,140000,58
225976,S. Mandash,22,Saudi Arabia,Al Faisaly,Saudi Professional League,3000,200000,58
237496,D. Mihailovic,18,United States,Chicago Fire Soccer Club,USA Major League Soccer,1000,260000,58
230073,I. Güven,23,Turkey,Atiker Konyaspor,Turkish Süper Lig,2000,170000,58
223163,M. Zacho,20,Denmark,Aarhus GF,Danish Superliga,2000,200000,58
237755,Kanu,31,Brazil,Shimizu S-Pulse,Japanese J1 League,1000,90000,58
233916,L. Chiappero,23,Argentina,Defensa y Justicia,Argentinian Superliga,1000,120000,58
240573,M. Procopio,20,Italy,Cremonese,Italian Serie B,4000,180000,58
238270,A. Erlingmark,19,Sweden,IFK Göteborg,Swedish Allsvenskan,1000,270000,58
221887,R. Turner,21,England,Morecambe,English League Two,1000,180000,58
232895,C. Wakefield,19,England,Stevenage,English League Two,1000,270000,58
232641,A. Egan,19,England,AFC Wimbledon,English League One,1000,220000,58
234177,N. Ennis,18,England,Shrewsbury,English League One,4000,290000,58
240577,K. Khosonov,19,Russia,CSKA Moscow,Russian Premier League,3000,170000,58
237250,S. Cleveland,23,United States,Chicago Fire Soccer Club,USA Major League Soccer,1000,130000,58
239298,A. Montiel,23,Argentina,Atlético Tucumán,Argentinian Superliga,1000,150000,58
238787,L. Wasmus,20,Germany,Werder Bremen II,German 3. Liga,1000,190000,58
225734,C. Hamilton,22,England,Mansfield Town,English League Two,3000,200000,58
232646,C. Bravo,20,Argentina,Banfield,Argentinian Superliga,2000,190000,58
235719,J. Soñora,20,United States,VfB Stuttgart,German Bundesliga,3000,230000,58
236487,D. Keillor-Dunn,19,England,Ross County FC,Scottish Premiership,1000,270000,58
237000,R. Cannon,19,United States,FC Dallas,USA Major League Soccer,1000,240000,58
240584,B. Verbong,17,Netherlands,VVV-Venlo,Holland Eredivisie,1000,150000,58
218057,J. Jesgarzewski,23,Germany,SV Meppen,German 3. Liga,1000,150000,58
173514,I. Morris,30,Republic of Ireland,Bohemian FC,Rep. Ireland Premier Division,1000,90000,58
239051,J. Albert,25,Guyana,US Quevilly-Rouen,French Ligue 2,1000,150000,58
240587,F. Bin Jamayah,22,Saudi Arabia,Al Nassr,Saudi Professional League,5000,200000,58
237260,C. Storm,22,United States,Sporting Kansas City,USA Major League Soccer,1000,160000,58
237517,C. Stark,19,Germany,Hamburger SV,German Bundesliga,3000,240000,58
236750,S. Sørli,21,Norway,Kristiansund BK,Norwegian Eliteserien,1000,190000,58
237518,M. Drawz,18,Poland,Hamburger SV,German Bundesliga,3000,230000,58
237519,N. Marfelt,22,Denmark,Sparta Rotterdam,Holland Eredivisie,2000,170000,58
239823,E. Escobar,25,Mexico,Lobos de la BUAP,Mexican Liga MX,1000,130000,58
234960,D. Rojano,20,Colombia,CD Once Caldas Manizales,Colombian Primera A,1000,180000,58
233937,C. Furlong,19,England,Milton Keynes Dons,English League One,1000,240000,58
225490,F. Bay,19,Denmark,FC Helsingør,Danish Superliga,1000,240000,58
229586,Pablo Cacharrón,20,Spain,CD Lugo,Spanish Segunda División,1000,180000,58
233426,A. Georgiou,20,Cyprus,Tottenham Hotspur,English Premier League,8000,280000,58
205267,I. Rodríguez,24,Mexico,Puebla,Mexican Liga MX,1000,130000,58
239317,M. Melbourne,18,England,West Bromwich Albion,English Premier League,4000,230000,58
240085,M. Gashchenkov,25,Russia,Amkar Perm,Russian Premier League,3000,150000,58
241109,D. Tarpey,28,England,Barnet,English League Two,2000,130000,58
183765,P. Kavanagh,31,Republic of Ireland,Bohemian FC,Rep. Ireland Premier Division,1000,110000,58
240854,M. Araai,21,France,AC Ajaccio,French Ligue 2,1000,190000,58
224215,V. Baume,20,Belgium,Sporting Charleroi,Belgian First Division A,1000,170000,58
240856,B. Bayazit,18,Netherlands,Vitesse,Holland Eredivisie,1000,210000,58
238297,D. Hernández,19,Mexico,Necaxa,Mexican Liga MX,1000,160000,58
220890,M. Sissako,21,France,ES Troyes AC,French Ligue 1,3000,280000,58
240602,B. Derksen,18,Netherlands,Roda JC Kerkrade,Holland Eredivisie,1000,140000,58
223707,M. Kula,22,Turkey,Kasimpaşa SK,Turkish Süper Lig,2000,150000,58
230875,Javito,18,Spain,SD Huesca,Spanish Segunda División,1000,150000,58
240859,Berrocal,17,Spain,Sevilla Atlético,Spanish Segunda División,1000,230000,58
227548,F. Melivilo,25,Argentina,Defensa y Justicia,Argentinian Superliga,2000,160000,58
232413,A. Dijksteel,20,Netherlands,Charlton Athletic,English League One,1000,250000,58
238301,T. Demirtaş,23,Turkey,Gençlerbirliği SK,Turkish Süper Lig,2000,130000,58
204766,G. Brennan,29,Republic of Ireland,Drogheda United,Rep. Ireland Premier Division,1000,120000,58
219870,A. Wixted,22,Republic of Ireland,Drogheda United,Rep. Ireland Premier Division,1000,170000,58
241118,L. Coccolo,19,Italy,Perugia,Italian Serie B,1000,240000,58
11488,M. Edwards,37,England,Notts County,English League Two,2000,20000,58
213728,O. Øby,22,Norway,Kristiansund BK,Norwegian Eliteserien,1000,150000,58
216800,J. Cisotti,24,Italy,La Spezia,Italian Serie B,1000,180000,58
232928,Y. Matsushita,23,Japan,Vissel Kobe,Japanese J1 League,1000,200000,58
234976,T. Bolarinwa,26,England,Grimsby Town,English League Two,2000,150000,58
235744,B. Thomas-Asante,18,England,Milton Keynes Dons,English League One,1000,260000,58
236768,L. Grossi,19,Italy,Vercelli,Italian Serie B,1000,250000,58
232417,N. Kocik,18,France,Valenciennes FC,French Ligue 2,1000,160000,58
228578,W. Wood,20,England,Southampton,English Premier League,7000,220000,58
239330,Y. Emghames,19,Germany,Hannover 96,German Bundesliga,3000,240000,58
239586,D. Kovačić,23,Croatia,FC Lugano,Swiss Super League,1000,150000,58
4323,P. Gallacher,37,Scotland,Heart of Midlothian,Scottish Premiership,1000,10000,58
229347,M. Donohue,19,England,Fleetwood Town,English League One,1000,240000,58
231139,J. Fitzwater,19,England,Forest Green,English League Two,4000,200000,58
239587,S. Schäppi,23,Switzerland,FC Lugano,Swiss Super League,1000,160000,58
228836,E. Dabo,21,Senegal,Valenciennes FC,French Ligue 2,1000,160000,58
233188,P. Krachunov,28,Bulgaria,Sandecja Nowy Sącz,Polish Ekstraklasa,1000,120000,58
239332,T. Baller,18,Germany,Hannover 96,German Bundesliga,3000,260000,58
210149,M. Majrashi,26,Saudi Arabia,Al Faisaly,Saudi Professional League,4000,140000,58
209895,M. Acton,25,Australia,Melbourne Victory,Australian A-League,1000,120000,58
231144,C. Maghoma,19,DR Congo,Tottenham Hotspur,English Premier League,5000,210000,58
212713,W. Trochim,28,Poland,Sandecja Nowy Sącz,Polish Ekstraklasa,1000,130000,58
226025,J. Serafin,21,Poland,FK Haugesund,Norwegian Eliteserien,1000,200000,58
240874,R. Ferreira,19,Paraguay,Temperley,Argentinian Superliga,1000,240000,58
181738,D. Foran,27,Republic of Ireland,Bray Wanderers,Rep. Ireland Premier Division,1000,130000,58
238059,D. Kemp,18,England,West Ham United,English Premier League,6000,260000,58
240107,J. Padilla,18,Mexico,Pachuca,Mexican Liga MX,3000,260000,58
240875,M. Villasanti,20,Paraguay,Temperley,Argentinian Superliga,1000,190000,58
200428,G. Kelly,25,Republic of Ireland,St. Patrick's Athletic,Rep. Ireland Premier Division,1000,160000,58
235500,A. Al Shammary,21,Saudi Arabia,Al Batin,Saudi Professional League,4000,220000,58
239596,J. Celestine,19,France,Sporting Charleroi,Belgian First Division A,1000,200000,58
240876,M. Nani,19,Argentina,Temperley,Argentinian Superliga,1000,250000,58
210925,S. Otayf,26,Saudi Arabia,Al Raed,Saudi Professional League,3000,150000,58
239085,E. Håland,16,Norway,Molde FK,Norwegian Eliteserien,1000,250000,58
237550,H. Ndam,18,Cameroon,New York Red Bulls,USA Major League Soccer,1000,160000,58
206575,J. Hooper,23,England,Grimsby Town,English League Two,2000,190000,58
220144,D. Lodesani,22,Italy,Foggia,Italian Serie B,1000,200000,58
230640,B. Biabi,21,Scotland,Hamilton Academical FC,Scottish Premiership,7000,280000,58
233201,C. Mepham,19,Wales,Brentford,English Championship,3000,250000,58
239346,T. Marijnissen,18,Netherlands,NAC Breda,Holland Eredivisie,1000,260000,58
240630,E. Bostancı,21,Netherlands,Willem II,Holland Eredivisie,1000,200000,58
234743,A. Muskwe,18,England,Leicester City,English Premier League,5000,260000,58
236023,B. Levis,24,Canada,Vancouver Whitecaps FC,USA Major League Soccer,1000,150000,58
240631,A. Settembrini,25,Italy,Cittadella,Italian Serie B,1000,160000,58
239096,A. Karazor,20,Germany,Holstein Kiel,German 2. Bundesliga,1000,200000,58
240888,T. Doornbusch,17,Netherlands,SC Heerenveen,Holland Eredivisie,1000,200000,58
210425,E. Plummer,22,England,Motherwell,Scottish Premiership,1000,150000,58
225273,M. Døhr Thychosen,20,Denmark,AC Horsens,Danish Superliga,3000,220000,58
237305,L. Ketterer,23,United States,Columbus Crew SC,USA Major League Soccer,1000,120000,58
238073,K. Jameson,18,England,West Bromwich Albion,English Premier League,4000,160000,58
240377,W. Sarr,21,Germany,Rot-Weiß Erfurt,German 3. Liga,1000,180000,58
215546,M. Brouwer,24,Netherlands,Heracles Almelo,Holland Eredivisie,1000,120000,58
163578,C. Weston,30,England,Barnet,English League Two,2000,120000,58
231674,C. Coll,25,Republic of Ireland,Finn Harps,Rep. Ireland Premier Division,1000,130000,58
238843,T. Lebeau,18,France,Chamois Niortais FC,French Ligue 2,1000,260000,58
239611,M. Eisa,22,Sudan,Cheltenham Town,English League Two,2000,190000,58
239867,G. Giannoutsos,18,Greece,AEK Athens,Greek Super League,1000,180000,58
187899,A. Jawo,32,Sweden,Djurgårdens IF,Swedish Allsvenskan,1000,100000,58
219644,P. Posch,23,Austria,FC Admira Wacker Mödling,Austrian Bundesliga,1000,150000,58
155901,J. O'Flynn,33,Republic of Ireland,Limerick FC,Rep. Ireland Premier Division,1000,80000,58
193789,E. Calderini,29,Italy,Foggia,Italian Serie B,1000,120000,58
201214,A. Akhyadov,23,Russia,Terek Grozny,Russian Premier League,4000,180000,58
213502,R. Cornwall,22,Republic of Ireland,Bohemian FC,Rep. Ireland Premier Division,1000,150000,58
221951,J. O'Hanlon,21,Republic of Ireland,St. Patrick's Athletic,Rep. Ireland Premier Division,1000,190000,58
237055,O. Zubkov,20,Ukraine,Shakhtar Donetsk,Ukrainian Premier League,1000,210000,58
240895,D. Luydens,18,Netherlands,Sparta Rotterdam,Holland Eredivisie,1000,240000,58
183807,P. Amond,29,Republic of Ireland,Newport County,English League Two,2000,130000,58
219392,A. Rufer,21,New Zealand,Wellington Phoenix,Australian A-League,1000,150000,57
229377,M. Kaït,19,Estonia,Fulham,English Championship,3000,190000,57
232449,K. Ishikawa,24,Japan,Vegalta Sendai,Japanese J1 League,1000,100000,57
237825,N. Kirby,17,England,Crystal Palace,English Premier League,4000,210000,57
239873,A. Sobczyk,20,Austria,SKN St. Pölten,Austrian Bundesliga,3000,230000,57
228099,A. Shubin,20,Russia,FC Ural,Russian Premier League,2000,190000,57
241155,H. Yılmaz,19,Turkey,Antalyaspor,Turkish Süper Lig,2000,190000,57
236292,G. Cuomo,19,Italy,Crotone,Italian Serie A,1000,200000,57
238596,D. Brock,22,Germany,Sportfreunde Lotte,German 3. Liga,1000,140000,57
230149,J. Senior,20,England,Luton Town,English League Two,2000,180000,57
237829,M. Smolarczyk,23,Poland,Korona Kielce,Polish Ekstraklasa,1000,140000,57
207623,G. Shanahan,24,Republic of Ireland,Galway United,Rep. Ireland Premier Division,1000,140000,57
224263,J. Kenny,20,England,Everton,English Premier League,8000,200000,57
240647,V. Bezecourt,24,France,New York Red Bulls,USA Major League Soccer,1000,150000,57
204298,F. Due,24,Denmark,Randers FC,Danish Superliga,1000,100000,57
228874,R. Arnold,20,Switzerland,FC Luzern,Swiss Super League,1000,210000,57
184843,B. Tozer,27,England,Newport County,English League Two,2000,90000,57
201485,S. Sharkey,27,Republic of Ireland,Sligo Rovers,Rep. Ireland Premier Division,1000,100000,57
236557,O. Patrick,21,England,Bradford City,English League One,2000,170000,57
239629,A. Medina,19,Mexico,Deportivo Toluca,Mexican Liga MX,2000,220000,57
233742,J. León,21,Mexico,Club América,Mexican Liga MX,4000,140000,57
234511,G. Banaziak,20,France,Amiens SC Football,French Ligue 1,1000,150000,57
186384,K. Moore,28,Republic of Ireland,Bray Wanderers,Rep. Ireland Premier Division,1000,100000,57
11793,S. Collis,36,England,Rochdale,English League One,1000,10000,57
239633,F. Schikowski,19,Poland,Lechia Gdańsk,Polish Ekstraklasa,1000,170000,57
205074,N. Ritter,25,Denmark,SønderjyskE,Danish Superliga,2000,110000,57
191506,A. Al Suhail,28,Saudi Arabia,Al Taawoun,Saudi Professional League,3000,100000,57
203539,K. Devaney,26,Republic of Ireland,Galway United,Rep. Ireland Premier Division,1000,120000,57
219667,D. Byrne,24,Republic of Ireland,Bohemian FC,Rep. Ireland Premier Division,1000,110000,57
233491,J. Kristoffersen,20,Norway,Djurgårdens IF,Swedish Allsvenskan,1000,170000,57
239636,A. Okosun,23,Germany,AC Horsens,Danish Superliga,2000,140000,57
222997,M. Maier,21,Austria,FC Admira Wacker Mödling,Austrian Bundesliga,1000,180000,57
232981,S. Kumagai,20,Japan,Ventforet Kofu,Japanese J1 League,1000,180000,57
228374,M. Nicoletti,18,Italy,Crotone,Italian Serie A,1000,190000,57
231190,C. Johansson,19,Sweden,Kalmar FF,Swedish Allsvenskan,1000,180000,57
239126,M. Al Baqawi,21,Saudi Arabia,Al Fayha,Saudi Professional League,4000,160000,57
228631,K. Akca,23,Turkey,Fortuna Düsseldorf,German 2. Bundesliga,3000,140000,57
228888,G. Edmundson,19,England,Oldham Athletic,English League One,1000,160000,57
232472,K. Fujimura,23,Japan,Vegalta Sendai,Japanese J1 League,1000,140000,57
236568,B. Austin,18,England,Tottenham Hotspur,English Premier League,3000,170000,57
240152,A. Gómez,20,Argentina,AIK Solna,Swedish Allsvenskan,1000,130000,57
241176,L. Vera,20,Argentina,Club Atlético Lanús,Argentinian Superliga,2000,150000,57
237338,T. Hashiguchi,22,Japan,Kashiwa Reysol,Japanese J1 League,2000,120000,57
238362,C. Wakefield,17,England,Chesterfield,English League Two,1000,200000,57
228379,S. Al Ghamdi,25,Saudi Arabia,Al Taawoun,Saudi Professional League,2000,100000,57
240155,M. Rosenzweig,21,Germany,SpVgg Unterhaching,German 3. Liga,1000,130000,57
237341,S. Stubbs,18,England,Crewe Alexandra,English League Two,1000,190000,57
239647,M. Krol,19,Germany,Werder Bremen II,German 3. Liga,1000,180000,57
218401,M. Ochieng,20,Australia,Adelaide United,Australian A-League,1000,130000,57
237601,U. Bapoh,18,Germany,VfL Bochum,German 2. Bundesliga,2000,210000,57
239649,D. Marino,28,Italy,Ternana,Italian Serie B,1000,80000,57
240673,C. Lang,18,England,Morecambe,English League Two,1000,220000,57
229922,O. Al Khalaf,20,Saudi Arabia,Ettifaq FC,Saudi Professional League,2000,180000,57
223011,F. Sollacaro,23,France,AC Ajaccio,French Ligue 2,1000,110000,57
232995,K. Mori,20,Japan,Ventforet Kofu,Japanese J1 League,1000,230000,57
238629,M. Akoto,20,Ghana,SV Wehen Wiesbaden,German 3. Liga,1000,210000,57
231207,J. Lucumi,19,Colombia,Asociacion Deportivo Cali,Colombian Primera A,1000,200000,57
240679,T. Koopmeiners,19,Netherlands,AZ Alkmaar,Holland Eredivisie,1000,200000,57
210216,M. Oxborrow,22,Australia,Brisbane Roar,Australian A-League,1000,140000,57
239400,M. Afaker,18,Netherlands,Excelsior,Holland Eredivisie,1000,220000,57
229930,K. Knoyle,20,England,Swindon Town,English League Two,2000,160000,57
216620,S. Tanabe,27,Japan,F.C. Tokyo,Japanese J1 League,2000,90000,57
165932,D. Pender,32,Republic of Ireland,Bohemian FC,Rep. Ireland Premier Division,1000,60000,57
228142,S. García,22,Colombia,Tigres FC,Colombian Primera A,1000,170000,57
239662,D. Tomić,19,Germany,1. FC Kaiserslautern,German 2. Bundesliga,1000,190000,57
225583,D. Gorman,21,Northern Ireland,Stevenage,English League Two,2000,160000,57
240687,L. Lescano,17,Argentina,Chacarita Juniors,Argentinian Superliga,1000,210000,57
202800,J. Sullivan,26,Republic of Ireland,Bray Wanderers,Rep. Ireland Premier Division,1000,100000,57
239664,V. Mustafa,19,Albania,1. FC Kaiserslautern,German 2. Bundesliga,1000,180000,57
234290,A. Halme,19,Finland,HJK Helsinki,Finnish Veikkausliiga,1000,150000,57
231219,B. Rivero,21,Argentina,Newell's Old Boys,Argentinian Superliga,2000,150000,57
239668,J. Vollert,19,Germany,Werder Bremen II,German 3. Liga,1000,160000,57
220981,J. Vall,24,Sweden,IFK Norrköping,Swedish Allsvenskan,1000,120000,57
225333,S. Hraiech,21,Italy,Carpi,Italian Serie B,1000,150000,57
239157,A. Holst,24,Denmark,FC Helsingør,Danish Superliga,1000,130000,57
234807,M. Kryczka,24,Poland,Wisła Płock,Polish Ekstraklasa,1000,100000,57
235575,F. El Bakhtaoui,24,France,Dundee FC,Scottish Premiership,1000,150000,57
239927,O. Ottesen,18,Denmark,FC Midtjylland,Danish Superliga,1000,120000,57
240440,J. Ibáñez,21,Argentina,Chacarita Juniors,Argentinian Superliga,2000,170000,57
226105,J. McKay,20,Scotland,Leeds United,English Championship,4000,170000,57
234297,S. Dahlström,20,Finland,HJK Helsinki,Finnish Veikkausliiga,1000,170000,57
239161,N. Mortensen,23,Denmark,FC Helsingør,Danish Superliga,2000,150000,57
206138,A. Berezin,24,Russia,Arsenal Tula,Russian Premier League,2000,110000,57
226106,P. McKay,20,Scotland,Leeds United,English Championship,3000,160000,57
230714,T. Elšnik,19,Slovenia,Swindon Town,English League Two,4000,220000,57
239930,D. Rasak,21,Poland,Wisła Płock,Polish Ekstraklasa,1000,140000,57
239677,F. Corapi,31,Italy,Parma,Italian Serie B,1000,90000,57
214334,S. Rodas,27,Colombia,Alianza Petrolera,Colombian Primera A,1000,80000,57
224318,O. Sterling-James,23,St Kitts Nevis,Mansfield Town,English League Two,3000,140000,57
228926,J. Doyle,20,England,Blackburn Rovers,English League One,1000,130000,57
239679,P. Mazzocchi,21,Italy,Parma,Italian Serie B,1000,160000,57
228416,G. Ferreyra,21,Argentina,Arsenal de Sarandí,Argentinian Superliga,1000,160000,57
238913,M. Harzan,28,Saudi Arabia,Ohod Club,Saudi Professional League,3000,100000,57
223810,G. Maris,21,England,Cambridge United,English League Two,2000,230000,57
228419,M. Juel Andersen,19,Denmark,Brøndby IF,Danish Superliga,1000,160000,57
231491,B. Sollander,32,Sweden,Östersunds FK,Swedish Allsvenskan,1000,80000,57
237379,M. Worthington,19,England,Yeovil Town,English League Two,5000,220000,57
231237,P. Jensen,19,Denmark,FC Nordsjælland,Danish Superliga,1000,100000,57
239685,K. Genaro,25,Argentina,Patriotas Boyacá FC,Colombian Primera A,1000,130000,57
240709,B. Baku,19,Germany,FSV Mainz 05,German Bundesliga,2000,220000,57
233030,F. Pizzicanella,21,Argentina,Atlético Tucumán,Argentinian Superliga,1000,120000,57
237894,S. Custers,17,Netherlands,VVV-Venlo,Holland Eredivisie,1000,170000,57
200263,D. Cawley,25,Republic of Ireland,Galway United,Rep. Ireland Premier Division,1000,130000,57
230727,G. Larsonneur,20,France,Stade Brestois 29,French Ligue 2,1000,160000,57
233543,L. Hurtado,22,Colombia,Águilas Doradas,Colombian Primera A,1000,160000,57
214088,C. Dawson,21,England,Sheffield Wednesday,English Championship,4000,130000,57
229192,R. Pyke,19,England,Port Vale,English League Two,4000,200000,57
233288,E. Boyle,20,Republic of Ireland,Finn Harps,Rep. Ireland Premier Division,1000,160000,57
239177,J. Williams,24,England,Rochdale,English League One,1000,140000,57
239689,M. Sprang,16,Germany,FSV Zwickau,German 3. Liga,1000,140000,57
239946,J. Valadez,21,Mexico,Monarcas Morelia,Mexican Liga MX,1000,210000,57
237131,J. Rodríguez,21,Mexico,Club León,Mexican Liga MX,3000,150000,57
219724,F. Bertoli,20,Italy,Brescia,Italian Serie B,1000,170000,57
239694,H. Föll,19,Germany,Hansa Rostock,German 3. Liga,1000,220000,57
591,C. Day,41,England,Stevenage,English League Two,1000,10000,57
214353,W. Cuesta,24,Colombia,Deportes Tolima,Colombian Primera A,1000,100000,57
228178,T. Adebayo-Rowling,20,England,Sligo Rovers,Rep. Ireland Premier Division,1000,160000,57
237394,A. Hlynsson,17,Iceland,Brøndby IF,Danish Superliga,2000,210000,57
239698,N. Amamoo,19,Germany,Karlsruher SC,German 3. Liga,1000,220000,57
198995,A. Flood,32,Republic of Ireland,Bray Wanderers,Rep. Ireland Premier Division,1000,80000,57
234324,L. Bilboe,19,England,Rotherham United,English League One,1000,180000,57
237652,C. Velásquez,19,Colombia,Envigado FC,Colombian Primera A,1000,220000,57
237908,Y. Horigome,24,Japan,Ventforet Kofu,Japanese J1 League,1000,130000,57
