"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"8600000US53012","ZCTA5 53012","7410","260","4.0","1.9","2.5","1.1","4.8","1.5","5.4","1.8","9.6","2.4","10.6","2.5","14.7","2.5","22.1","2.6","11.8","2.4","14.5","2.1","97500","7069","125207","8847","26.5","(X)","(X)","(X)","(X)","(X)","5322","245","0.6","0.7","0.9","0.7","1.5","0.8","1.4","1.0","5.7","1.7","11.2","2.8","17.2","3.0","27.4","3.4","15.5","3.1","18.6","3.1","116026","6379","152220","12301","(X)","(X)","25.9","(X)","(X)","(X)","4769","248","0.3","0.4","0.4","0.5","1.5","0.9","1.4","1.1","4.4","1.5","11.1","3.0","15.8","3.3","28.2","3.7","16.7","3.6","20.2","3.2","123396","8113","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2088","246","12.7","6.2","6.4","3.6","13.2","4.6","15.6","5.7","20.5","7.7","9.7","3.9","8.7","4.0","8.2","4.2","1.1","1.0","3.8","2.4","36014","5103","55141","10132","(X)","(X)","(X)","(X)","28.2","(X)"
"8600000US53013","ZCTA5 53013","1331","110","1.2","1.0","1.4","1.4","8.7","3.2","12.2","3.5","10.8","3.6","16.2","4.3","16.2","3.8","17.6","3.9","6.6","2.6","9.0","2.8","73482","14995","90703","6913","28.2","(X)","(X)","(X)","(X)","(X)","871","97","0.9","0.9","1.1","1.7","1.1","1.2","6.1","3.8","8.7","4.3","16.8","5.2","20.2","5.0","23.8","5.4","10.1","3.9","11.1","3.7","94886","7638","110427","9164","(X)","(X)","26.2","(X)","(X)","(X)","762","84","0.5","0.8","1.3","2.0","0.7","1.0","5.4","3.3","6.0","3.5","15.0","5.3","19.9","4.7","26.9","5.9","11.5","4.4","12.7","4.3","102045","9756","N","N","(X)","(X)","(X)","(X)","(X)","(X)","460","83","2.6","2.6","2.0","2.2","23.0","8.3","23.0","8.8","15.7","6.9","15.7","8.0","9.8","5.1","3.3","3.0","1.1","1.6","3.9","4.5","34840","7910","51715","10676","(X)","(X)","(X)","(X)","31.1","(X)"
"8600000US53014","ZCTA5 53014","3336","148","4.3","3.2","6.2","3.6","9.6","2.2","7.7","2.3","12.3","2.5","19.9","4.3","14.9","3.2","17.4","3.3","4.3","1.5","3.4","1.2","59434","5154","74548","5199","30.7","(X)","(X)","(X)","(X)","(X)","2252","129","5.1","3.5","1.4","1.5","5.2","2.3","4.8","2.1","10.4","3.1","20.7","5.0","17.6","3.8","24.4","4.6","5.5","2.1","4.9","1.7","78533","4927","89817","7231","(X)","(X)","28.6","(X)","(X)","(X)","1944","133","0.3","0.2","0.9","1.5","5.5","2.6","4.8","2.1","9.7","3.2","21.1","5.2","19.6","4.5","26.3","4.8","6.3","2.5","5.5","2.0","82016","4347","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1084","159","4.9","6.0","17.4","10.3","19.2","7.0","13.7","4.7","14.0","5.3","17.3","7.2","8.7","4.6","4.2","2.3","0.3","0.4","0.3","0.4","31141","7441","40666","4738","(X)","(X)","(X)","(X)","33.1","(X)"
"8600000US53015","ZCTA5 53015","1044","55","1.3","1.0","1.5","0.9","5.9","2.1","7.8","2.1","14.9","3.7","19.3","3.9","17.5","3.1","24.3","3.7","4.4","1.6","2.9","1.4","74100","4117","85509","5545","31.8","(X)","(X)","(X)","(X)","(X)","738","55","1.6","1.4","1.2","1.0","3.5","2.3","6.4","2.6","11.8","3.8","20.2","4.3","19.8","4.0","27.1","4.6","5.0","1.9","3.4","1.5","82500","8808","90488","5114","(X)","(X)","29.7","(X)","(X)","(X)","668","60","0.9","0.9","0.6","0.7","3.6","2.5","5.4","2.3","11.7","3.9","19.0","4.4","21.6","4.3","28.4","4.8","5.1","2.0","3.7","1.7","88036","6135","N","N","(X)","(X)","(X)","(X)","(X)","(X)","306","49","1.6","1.7","2.3","2.0","12.4","5.0","12.7","4.6","24.5","7.8","16.7","7.1","10.1","6.8","15.0","8.6","2.9","2.9","1.6","1.6","47500","11378","69413","13495","(X)","(X)","(X)","(X)","35.9","(X)"
"8600000US53016","ZCTA5 53016","147","30","2.7","3.1","3.4","5.6","8.8","7.9","6.1","6.0","20.4","8.7","19.0","8.7","19.0","8.9","17.0","8.3","3.4","4.6","0.0","11.2","59375","16177","65690","8300","48.3","(X)","(X)","(X)","(X)","(X)","100","24","0.0","16.0","0.0","16.0","8.0","8.5","3.0","3.7","20.0","8.9","23.0","9.2","20.0","9.2","21.0","11.7","5.0","6.9","0.0","16.0","69375","18442","75041","11709","(X)","(X)","47.0","(X)","(X)","(X)","74","21","0.0","20.9","0.0","20.9","8.1","9.0","2.7","4.2","14.9","8.7","21.6","11.4","25.7","12.5","21.6","13.5","5.4","9.0","0.0","20.9","78500","9008","N","N","(X)","(X)","(X)","(X)","(X)","(X)","47","19","8.5","9.0","10.6","16.9","10.6","11.5","14.9","16.4","21.3","17.4","17.0","15.5","17.0","21.1","0.0","30.1","0.0","30.1","0.0","30.1","35893","10446","39445","11129","(X)","(X)","(X)","(X)","46.8","(X)"
"8600000US53017","ZCTA5 53017","2056","159","0.2","0.4","0.0","0.8","1.7","2.1","4.9","2.4","5.5","2.5","10.8","4.1","9.5","3.2","27.7","6.0","23.6","5.6","16.0","4.4","124107","17766","153735","17484","27.1","(X)","(X)","(X)","(X)","(X)","1859","151","0.3","0.5","0.0","0.9","1.9","2.3","3.3","2.4","4.1","2.3","9.9","4.2","9.7","3.7","28.0","6.1","25.9","6.0","16.9","4.7","136068","19867","159543","18556","(X)","(X)","24.6","(X)","(X)","(X)","1693","142","0.3","0.5","0.0","1.0","2.1","2.6","1.9","1.8","2.7","2.1","7.9","4.2","10.2","3.9","29.1","6.5","27.2","6.6","18.6","5.1","141685","18105","N","N","(X)","(X)","(X)","(X)","(X)","(X)","197","79","0.0","8.5","0.0","8.5","0.0","8.5","20.3","16.5","24.4","17.7","19.3","15.4","17.3","12.6","9.1","10.8","2.5","3.5","7.1","10.1","53882","18450","92861","49689","(X)","(X)","(X)","(X)","50.3","(X)"
"8600000US53018","ZCTA5 53018","3128","168","2.9","1.8","2.4","1.6","7.6","3.9","3.0","1.8","9.8","3.1","10.2","3.0","12.5","3.7","24.8","4.8","11.1","3.1","15.6","3.2","101703","6689","133172","19086","25.3","(X)","(X)","(X)","(X)","(X)","2233","159","0.4","0.7","1.3","1.6","5.7","3.5","4.6","2.4","5.3","2.4","8.1","2.5","12.0","3.7","29.2","5.1","14.1","4.4","19.3","4.1","120625","11620","140891","12277","(X)","(X)","27.5","(X)","(X)","(X)","1921","163","0.5","0.8","0.0","0.9","3.4","3.3","4.2","2.6","4.6","2.4","7.7","2.6","10.8","3.5","30.0","5.5","16.3","5.0","22.4","4.8","132440","10355","N","N","(X)","(X)","(X)","(X)","(X)","(X)","895","150","9.3","5.7","5.9","4.2","19.4","9.7","0.3","0.5","18.5","7.7","9.5","5.0","15.0","7.0","13.1","7.8","3.6","4.0","5.4","4.1","44861","16162","107987","61968","(X)","(X)","(X)","(X)","19.8","(X)"
"8600000US53019","ZCTA5 53019","761","64","1.2","0.9","2.6","1.7","4.7","1.5","9.2","3.3","14.7","4.0","17.1","4.1","19.1","4.6","23.7","5.0","5.1","2.1","2.6","1.4","76094","11682","80079","4456","29.8","(X)","(X)","(X)","(X)","(X)","575","57","0.7","0.9","2.4","2.0","3.3","1.6","6.4","2.9","12.3","4.0","15.5","4.0","22.1","5.4","27.8","6.3","6.4","2.8","3.0","1.6","85568","6985","88087","4652","(X)","(X)","31.3","(X)","(X)","(X)","499","53","0.8","1.0","1.2","1.2","3.0","1.6","3.6","2.6","9.4","3.1","16.8","4.7","23.0","5.9","31.7","7.1","7.0","3.3","3.4","1.8","92583","6561","N","N","(X)","(X)","(X)","(X)","(X)","(X)","186","42","2.7","2.8","3.2","3.0","9.1","5.0","20.4","9.0","25.3","10.8","18.3","9.5","10.2","6.6","8.1","4.5","1.1","2.1","1.6","2.3","39565","6264","52086","7947","(X)","(X)","(X)","(X)","21.0","(X)"
"8600000US53020","ZCTA5 53020","1606","90","0.6","0.7","1.1","0.9","7.8","3.0","7.0","2.3","14.5","3.7","18.7","3.5","14.8","2.9","20.7","3.5","6.7","2.1","8.2","2.8","75300","4980","93348","7025","34.4","(X)","(X)","(X)","(X)","(X)","1245","80","2.4","2.4","1.2","1.1","3.1","2.3","4.2","1.6","12.9","3.7","17.6","3.4","15.1","3.6","25.1","4.3","8.1","2.6","10.3","3.6","86394","7906","104624","8860","(X)","(X)","33.2","(X)","(X)","(X)","1095","73","0.5","0.8","0.3","0.4","1.6","1.2","3.7","1.7","12.5","3.7","18.4","3.6","14.7","3.7","28.5","4.9","9.0","2.9","10.7","4.0","95139","11185","N","N","(X)","(X)","(X)","(X)","(X)","(X)","361","69","1.1","1.3","2.2","2.1","24.1","9.3","15.0","6.9","16.9","7.0","22.4","11.2","10.5","5.4","5.0","3.0","1.9","1.8","0.8","1.1","40729","10108","49519","6278","(X)","(X)","(X)","(X)","36.8","(X)"
"8600000US53021","ZCTA5 53021","1867","120","3.4","1.8","0.6","0.5","5.7","2.9","5.7","2.0","12.3","4.0","15.6","3.6","17.6","3.5","28.9","4.6","5.2","2.5","5.0","2.6","85750","9409","101077","15519","27.6","(X)","(X)","(X)","(X)","(X)","1390","128","0.6","0.6","0.2","0.3","2.9","2.0","4.9","2.4","13.3","4.8","14.2","3.8","19.6","4.1","34.2","5.7","6.8","3.3","3.3","1.8","95208","7208","104691","16056","(X)","(X)","27.3","(X)","(X)","(X)","1185","124","0.3","0.5","0.3","0.3","2.9","2.3","4.4","2.1","10.5","4.7","13.6","4.2","20.2","4.7","36.5","6.2","7.5","3.6","3.9","2.0","96977","5751","N","N","(X)","(X)","(X)","(X)","(X)","(X)","477","98","11.5","6.8","1.7","1.9","13.8","9.4","8.0","5.1","12.2","6.4","19.5","8.4","13.0","7.0","9.6","6.8","0.8","1.2","9.9","7.9","56528","23929","87683","31616","(X)","(X)","(X)","(X)","28.5","(X)"
"8600000US53022","ZCTA5 53022","7807","281","2.4","1.1","1.5","0.8","5.6","1.9","5.7","1.8","13.4","2.8","15.1","3.0","14.3","2.7","21.6","2.7","11.2","1.9","9.3","2.0","86113","7498","108275","7248","25.6","(X)","(X)","(X)","(X)","(X)","5496","253","1.4","1.0","0.0","0.3","1.3","1.0","3.4","1.5","12.0","3.2","14.3","3.0","14.9","3.3","27.5","3.8","13.5","2.6","11.8","2.5","104674","6910","122383","7431","(X)","(X)","23.2","(X)","(X)","(X)","4568","277","0.8","1.0","0.0","0.4","0.7","0.7","2.4","1.4","9.0","2.5","13.7","3.3","13.3","3.1","30.3","4.6","16.3","2.9","13.7","3.0","115059","4299","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2311","307","4.9","2.7","5.2","2.5","15.8","5.7","13.6","5.6","17.2","6.0","16.4","6.2","12.8","5.1","8.0","3.1","3.1","1.8","3.0","2.2","43617","5597","70981","18216","(X)","(X)","(X)","(X)","30.6","(X)"
"8600000US53023","ZCTA5 53023","540","60","3.1","2.7","2.8","2.1","6.1","2.9","10.6","4.6","8.0","2.6","18.7","3.8","14.8","4.4","22.0","5.3","8.5","3.3","5.4","4.0","76250","8084","97404","18586","31.7","(X)","(X)","(X)","(X)","(X)","398","48","2.0","3.0","0.5","0.9","2.3","2.3","6.8","4.3","6.8","3.2","18.1","4.3","17.8","4.8","28.6","6.8","10.6","3.9","6.5","5.2","91875","12374","115324","23710","(X)","(X)","32.4","(X)","(X)","(X)","353","49","0.0","4.8","0.0","4.8","1.7","2.3","7.4","4.9","7.1","3.6","18.1","4.9","18.4","5.3","31.4","7.5","8.8","3.1","7.1","5.7","94583","14563","N","N","(X)","(X)","(X)","(X)","(X)","(X)","142","34","6.3","5.7","9.2","7.9","18.3","6.8","21.8","11.7","11.3","6.0","18.3","7.0","8.5","7.1","3.5","4.0","0.7","1.1","2.1","3.3","31250","3334","44515","9573","(X)","(X)","(X)","(X)","29.6","(X)"
"8600000US53024","ZCTA5 53024","7293","238","3.5","1.7","1.5","0.9","5.7","2.1","6.4","2.0","11.6","2.6","16.2","2.8","19.8","3.0","19.5","2.8","7.9","2.1","7.8","2.2","81420","3507","100191","6340","35.4","(X)","(X)","(X)","(X)","(X)","4940","249","2.2","2.3","1.0","0.7","1.7","1.5","3.6","1.6","8.0","2.3","13.9","3.1","22.6","3.8","24.9","3.8","11.7","2.9","10.4","3.0","96287","5459","120856","8332","(X)","(X)","33.9","(X)","(X)","(X)","4022","257","0.9","1.1","0.0","0.4","0.5","0.7","1.4","1.1","7.1","2.3","11.3","2.8","26.0","4.3","26.2","3.9","14.3","3.4","12.3","3.6","106545","10382","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2353","284","6.2","3.7","3.6","2.7","14.1","6.0","13.8","5.3","18.7","5.6","19.3","6.7","14.6","5.9","7.4","3.3","0.0","0.7","2.3","2.3","44905","5373","55165","6743","(X)","(X)","(X)","(X)","37.5","(X)"
"8600000US53027","ZCTA5 53027","9241","265","4.1","1.3","2.4","0.9","5.9","1.6","8.9","1.7","13.4","2.2","19.0","2.3","16.3","2.6","19.2","2.2","6.7","1.4","4.0","1.0","70162","4932","82284","3787","32.5","(X)","(X)","(X)","(X)","(X)","6437","231","1.6","1.0","1.3","0.8","3.0","1.6","5.7","1.7","11.8","2.4","18.5","2.8","20.4","3.4","24.1","3.1","8.3","2.0","5.2","1.4","83927","4270","94584","3881","(X)","(X)","33.6","(X)","(X)","(X)","5146","232","0.6","0.5","0.6","0.5","1.1","0.8","4.0","1.5","10.2","2.4","18.6","3.1","21.0","3.8","27.7","3.5","10.0","2.3","6.1","1.7","91285","5244","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2804","277","10.3","3.5","5.3","2.4","14.2","4.1","15.7","4.0","19.1","4.7","19.9","4.2","7.7","3.0","4.7","1.9","2.3","1.4","0.9","0.8","38630","4223","49810","5035","(X)","(X)","(X)","(X)","29.4","(X)"
"8600000US53029","ZCTA5 53029","7988","269","1.9","0.9","1.2","0.5","4.7","1.1","5.9","1.6","7.5","1.4","11.9","2.2","14.5","2.1","19.9","2.5","13.5","2.2","19.0","2.2","103764","6138","146005","9131","30.1","(X)","(X)","(X)","(X)","(X)","6084","225","1.0","0.8","0.3","0.3","0.8","0.5","3.8","1.5","7.0","1.6","9.9","2.4","15.9","2.4","23.2","3.1","16.1","2.6","21.9","2.7","114007","4789","163693","10626","(X)","(X)","30.4","(X)","(X)","(X)","5382","195","0.2","0.3","0.2","0.2","0.8","0.6","3.4","1.6","5.9","1.6","8.9","2.3","14.3","2.4","24.4","3.3","17.6","3.0","24.4","3.0","123364","7963","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1904","252","4.6","2.8","4.1","1.9","17.4","4.2","12.7","4.8","10.7","4.3","18.2","4.9","9.6","3.6","8.2","3.2","4.6","3.4","9.8","4.2","51184","10735","87304","18272","(X)","(X)","(X)","(X)","29.1","(X)"
"8600000US53031","ZCTA5 53031","0","9","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","9","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","9","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","9","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)"
"8600000US53032","ZCTA5 53032","1922","122","3.5","3.2","3.5","2.4","7.3","3.7","12.1","3.6","15.2","4.1","23.6","5.0","16.1","4.3","14.2","3.3","2.8","1.5","1.8","1.1","62857","6368","76630","10987","36.6","(X)","(X)","(X)","(X)","(X)","1216","89","0.2","0.3","0.7","1.2","4.9","3.4","11.8","5.6","14.4","5.1","23.4","6.1","19.0","5.0","19.9","5.1","3.8","2.3","1.8","1.4","70370","9769","83336","11344","(X)","(X)","33.8","(X)","(X)","(X)","907","103","0.3","0.5","1.0","1.6","2.1","1.9","8.0","4.9","14.4","6.5","23.0","6.1","21.2","5.6","25.1","6.5","3.2","1.9","1.5","1.4","76484","10601","N","N","(X)","(X)","(X)","(X)","(X)","(X)","706","132","9.1","8.2","8.2","6.1","14.3","7.9","15.6","5.8","17.3","6.9","25.2","8.2","5.4","4.3","2.1","2.4","1.0","1.5","1.8","2.0","39405","10558","59296","22513","(X)","(X)","(X)","(X)","40.2","(X)"
"8600000US53033","ZCTA5 53033","2034","134","0.6","0.7","1.9","1.5","5.1","2.3","3.9","2.1","9.1","3.5","20.2","5.4","12.1","3.6","17.2","4.9","17.0","5.0","12.9","4.6","96530","7566","123942","15960","29.3","(X)","(X)","(X)","(X)","(X)","1524","104","0.0","1.1","1.2","1.6","2.3","1.8","2.6","2.2","6.6","2.9","19.6","6.2","14.6","4.3","16.4","5.7","20.5","5.7","16.2","5.9","105000","12738","141303","20069","(X)","(X)","34.1","(X)","(X)","(X)","1340","120","0.0","1.3","0.0","1.3","2.2","1.9","3.0","2.5","5.3","2.8","18.5","6.7","15.3","4.6","16.6","6.1","22.2","6.0","17.0","6.0","108913","19928","N","N","(X)","(X)","(X)","(X)","(X)","(X)","510","125","2.5","2.9","6.5","5.4","14.5","7.7","7.6","5.0","13.9","8.4","23.1","9.8","7.5","6.0","15.5","9.3","5.7","8.6","3.1","4.0","52976","8299","68092","16551","(X)","(X)","(X)","(X)","14.9","(X)"
"8600000US53034","ZCTA5 53034","711","58","1.7","1.4","3.0","2.1","6.8","2.6","11.1","5.1","12.0","3.7","28.4","5.4","15.6","4.0","16.5","3.5","1.8","1.4","3.2","2.1","65369","4065","74995","6701","39.2","(X)","(X)","(X)","(X)","(X)","509","55","0.8","1.1","0.0","3.4","5.1","3.2","9.6","5.3","10.4","3.8","29.5","6.6","19.1","5.3","18.5","4.4","2.6","1.9","4.5","3.0","72250","6559","84689","8487","(X)","(X)","41.3","(X)","(X)","(X)","404","51","1.0","1.4","0.0","4.2","2.0","1.7","8.9","5.7","9.7","3.8","27.7","6.8","22.3","6.6","21.0","5.4","3.2","2.4","4.2","3.0","75682","5627","N","N","(X)","(X)","(X)","(X)","(X)","(X)","202","40","4.0","3.9","10.4","7.4","10.9","6.6","16.8","10.8","16.8","9.2","27.2","12.0","4.0","3.8","9.9","9.3","0.0","8.3","0.0","8.3","40500","13609","47760","7470","(X)","(X)","(X)","(X)","30.7","(X)"
"8600000US53035","ZCTA5 53035","938","58","1.3","0.8","3.9","2.3","5.8","2.4","11.3","3.4","12.4","3.8","20.4","3.5","14.6","3.6","19.2","3.7","8.6","3.4","2.6","1.4","67404","5406","82073","5920","46.3","(X)","(X)","(X)","(X)","(X)","704","57","0.4","0.6","1.0","1.3","5.7","3.5","7.8","3.7","10.5","4.2","20.2","4.1","19.3","4.7","21.4","4.8","11.2","4.5","2.4","1.3","80250","5382","91111","7661","(X)","(X)","45.9","(X)","(X)","(X)","552","59","0.0","3.1","0.0","3.1","2.0","1.5","7.2","3.8","8.3","4.7","19.9","4.8","20.3","5.2","24.8","5.4","14.3","5.6","3.1","1.7","89500","10549","N","N","(X)","(X)","(X)","(X)","(X)","(X)","234","40","5.1","3.0","15.8","7.8","13.7","6.6","18.8","7.9","15.4","6.1","17.1","9.7","5.6","3.5","5.6","3.3","0.0","7.2","3.0","4.3","32778","6880","47167","10308","(X)","(X)","(X)","(X)","47.4","(X)"
"8600000US53036","ZCTA5 53036","1090","87","2.4","2.1","2.7","2.3","3.2","2.4","6.3","5.0","11.1","4.3","19.0","5.8","18.7","5.0","23.3","7.0","8.7","4.2","4.6","3.1","82813","17784","93081","8478","32.5","(X)","(X)","(X)","(X)","(X)","831","80","1.0","1.5","2.4","2.5","1.3","1.6","0.6","1.1","12.6","5.1","21.5","7.1","19.3","6.6","23.8","7.4","11.4","5.7","6.0","4.0","95585","9475","103659","11574","(X)","(X)","27.2","(X)","(X)","(X)","737","83","0.0","2.3","2.7","2.8","1.5","1.8","0.7","1.2","13.3","5.5","16.8","7.4","21.7","7.4","26.5","7.9","10.0","5.4","6.8","4.6","96512","3212","N","N","(X)","(X)","(X)","(X)","(X)","(X)","259","73","6.9","7.8","3.5","5.5","9.3","9.2","24.7","19.1","6.2","7.0","10.8","8.3","17.0","10.0","21.6","15.6","0.0","6.5","0.0","6.5","47083","31461","58986","13550","(X)","(X)","(X)","(X)","46.7","(X)"
"8600000US53037","ZCTA5 53037","3962","286","1.8","1.6","0.9","1.1","6.7","2.2","9.6","3.3","10.5","3.0","16.6","4.4","16.8","4.8","22.3","4.6","9.2","2.9","5.7","2.5","84865","9378","98148","9759","25.0","(X)","(X)","(X)","(X)","(X)","2629","189","0.6","0.9","0.6","0.9","2.5","1.7","7.0","3.0","6.2","2.8","12.2","3.9","20.5","5.8","30.0","6.9","13.2","4.2","7.3","3.5","101250","9030","114813","9866","(X)","(X)","21.6","(X)","(X)","(X)","2276","205","0.0","0.8","0.0","0.8","2.0","1.6","6.2","3.2","5.2","2.8","10.1","3.9","21.5","6.2","31.4","7.1","15.3","5.0","8.4","4.0","109291","10266","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1333","245","4.3","4.2","1.7","2.5","15.5","5.9","17.0","7.4","18.6","6.6","24.8","10.5","8.6","5.4","6.1","4.2","1.1","1.7","2.4","2.8","43616","5444","63290","19174","(X)","(X)","(X)","(X)","30.8","(X)"
"8600000US53038","ZCTA5 53038","1593","82","2.5","1.8","5.4","2.5","4.3","1.7","7.2","2.8","10.5","3.2","13.4","3.1","20.0","4.1","23.5","3.8","7.8","2.6","5.3","2.0","85344","3701","95339","8101","31.6","(X)","(X)","(X)","(X)","(X)","1101","77","0.5","0.7","1.0","1.0","2.5","2.1","4.2","2.3","7.6","2.8","16.3","4.1","21.2","3.9","30.5","4.7","10.0","3.4","6.2","2.4","94602","8014","111123","10372","(X)","(X)","32.2","(X)","(X)","(X)","919","82","0.7","0.9","1.2","1.2","2.4","2.4","2.7","1.8","3.9","1.8","15.5","4.1","21.5","4.2","33.8","5.0","10.9","3.9","7.4","3.0","102532","5082","N","N","(X)","(X)","(X)","(X)","(X)","(X)","492","71","6.9","5.7","15.2","7.6","8.5","3.8","13.8","7.7","22.8","9.0","9.8","5.7","11.0","5.4","7.3","4.6","2.6","3.7","2.0","2.3","38333","8407","53435","10012","(X)","(X)","(X)","(X)","27.6","(X)"
"8600000US53039","ZCTA5 53039","1688","96","3.8","2.1","3.6","1.3","4.4","1.7","10.5","3.4","13.1","2.7","21.1","3.7","17.7","3.8","20.4","2.9","3.0","1.2","2.4","1.2","66856","2904","76506","5817","41.8","(X)","(X)","(X)","(X)","(X)","1177","91","3.3","2.7","2.5","1.7","3.4","2.1","9.3","3.7","9.9","2.7","20.0","4.1","19.8","4.7","25.1","4.1","4.0","1.7","2.7","1.5","76283","5510","85164","8490","(X)","(X)","41.7","(X)","(X)","(X)","902","77","1.0","1.0","1.3","1.3","1.9","1.6","5.3","2.5","7.9","2.9","22.1","4.9","22.4","5.6","29.4","4.8","5.2","2.1","3.5","1.9","84355","7538","N","N","(X)","(X)","(X)","(X)","(X)","(X)","511","78","4.9","4.7","8.6","3.8","9.8","4.4","13.7","5.7","20.2","6.0","20.0","5.9","11.7","5.0","9.6","4.0","0.0","3.4","1.6","2.4","46150","4319","52990","6614","(X)","(X)","(X)","(X)","40.9","(X)"
"8600000US53040","ZCTA5 53040","3198","169","1.1","1.0","1.5","1.3","4.6","2.1","8.8","3.2","12.0","3.7","19.5","4.8","18.6","4.7","21.2","3.8","8.6","2.8","4.3","1.7","79250","7156","93007","10144","23.9","(X)","(X)","(X)","(X)","(X)","2400","146","1.1","1.3","1.0","1.2","1.2","1.3","7.1","3.9","10.4","3.4","18.0","5.0","20.5","5.5","26.5","4.7","10.3","3.8","4.0","1.8","90023","7231","95123","5777","(X)","(X)","22.3","(X)","(X)","(X)","2084","142","1.2","1.5","0.3","0.2","0.4","0.5","6.6","4.1","8.5","2.9","17.8","4.8","20.7","5.5","28.4","5.2","11.7","4.3","4.4","2.1","92364","5689","N","N","(X)","(X)","(X)","(X)","(X)","(X)","798","153","1.0","1.1","3.0","3.5","16.8","8.0","13.8","6.8","20.2","12.1","24.2","12.8","9.5","6.0","4.1","3.0","2.3","2.6","5.1","4.8","48813","5690","82219","35204","(X)","(X)","(X)","(X)","28.8","(X)"
